,text,setiment
148,"['america', 'country', 'opportunity', 'anything', 'possible', 'else', 'could', 'little', 'girl', 'raised', 'taiwan', 'parents', 'fled', 'communism', 'grow', 'serve', 'tx', 'lege', 'thank', 'mom', 'dad', 'teaching', 'value', 'freedom', 'd', 'national', 'immigrants', 'day']",positive
149,"['h', 'b', 'passed', 'chambers', 'improve', 'texas', 'rising', 'star', 'childcare', 'program', 'now', 'opportunity', 'take', 'stock', 'thank', 'helped', 'together', 'mr', 'hulsky', 'clean', 'kind', 'waste']",positive
150,"['my', 'favorite', 'text', 'week', 'far', 'constituent', 'watching', 'house', 'floor', 'proceedings', 'wife']",positive
151,"['can', 'confirm', 'lost', 'money', 'trades', 'a', 'total', 'made']",negative
152,"['can', 'confirm', 'brought', 'beer', 'friday', 'night', 'nothing', 'like', 'friends', 'know']",positive
153,"['president', 'biden', 'called', 'rep', 'angie', 'craig', 'assaulted', 'last', 'week', 'd', 'c', 'apartment', 'building', 'offer', 'support', 'according', 'person', 'familiar', 'matter', 'vice', 'president', 'harris', 'called', 'craig', 'thursday', 'afternoon', 'source', 'said']",neutral
154,"['the', 'president', 'serve', 'another', 'day', 'office', 'i', 'encourage', 'members', 'cabinet', 'invoke', 'th', 'amendment', 'remove', 'we', 'must', 'defend', 'nation', 'preserve', 'democracy']",negative
155,"['marjorie', 'taylor', 'greene', 'says', 'adopted', 'parents', 'marriage', 'real', 'parents', 'biological', 'she', 'told', 'witness', 'mother', 'marriage', 'mother']",negative
156,"['my', 'statement', 'rep', 'gabbard', ""'s"", 'hateful', 'piece', 'legislation']",negative
157,"['a', 'o', 'c', 'exactly', 'right', 'it', 'outrage', 'minnesotans', 'care', 'adult', 'dependents', 'children', 'older', 'getting', 'shortchanged', 'i', 'led', 'charge', 'correct', 'oversight', 'back', 'may', 'administrator', 'refused', 'cooperate', 'the', 'american', 'people', 'deserve', 'explanation']",negative
158,"['we', 'also', 'told', 'reason', 'adult', 'dependents', 'people', 'disabilities', 'college', 'students', 'etc', 'left', 'survival', 'checks', 'abuse', 'trump', 'wants', 'checks', 'soon', 'possible', 'said', 'including', 'adult', 'dependents', 'would', 'slow', 'flat', 'refused', 'excuse', 'make', 'sense']",negative
159,"['my', 'favorite', 'text', 'week', 'far', 'constituent', 'watching', 'house', 'floor', 'proceedings', 'wife']",positive
160,"['the', 'president', 'serve', 'another', 'day', 'office', 'i', 'encourage', 'members', 'cabinet', 'invoke', 'th', 'amendment', 'remove', 'we', 'must', 'defend', 'nation', 'preserve', 'democracy']",negative
161,"['marjorie', 'taylor', 'greene', 'says', 'adopted', 'parents', 'marriage', 'real', 'parents', 'biological', 'she', 'told', 'witness', 'mother', 'marriage', 'mother']",negative
162,"['i', 'idea', 'tired', 'take', 'time', 'get', 'right', 'there', 'people', 'across', 'maine', 'working', 'two', 'shifts', 'keep', 'going', 'order', 'collect', 'evidence', 'need', 'uphold', 'oaths', 'give', 'break']",negative
163,"['i', 'idea', 'tired', 'take', 'time', 'get', 'right', 'there', 'people', 'across', 'maine', 'working', 'two', 'shifts', 'keep', 'going', 'order', 'collect', 'evidence', 'need', 'uphold', 'oaths', 'give', 'break']",negative
164,"['we', 'ready', 's', 'o', 't', 'you', 'send', 'powerful', 'message', 'donald', 'trump', 'put', 'american', 'people', 'first', 'fight', 'support', 'hardworking', 'families', 'across', 'country']",positive
165,"['denouncing', 'politics', 'hate', 'division', 'womens', 'march']",negative
166,"['i', 'birthing', 'person', 'five', 'boys', 'i', 'mother', 'sacrifice', 'joy', 'commitment', 'hardship', 'love', 'comes', 'the', 'biden', 'administration', 'diminishing', 'motherhood', 'nothing', 'person', 'simply', 'insulting', 'moms']",neutral
167,"['on', 'thanksgiving', 'never', 'many', 'cooks', 'kitchen']",positive
168,"['as', 'aosponsor', 'resolution', 'censure', 'rep', 'adam', 'schiff', 'i', 'disappointed', 'nancy', 'pelosi', 'even', 'allow', 'vote', 'house', 'floor', 'tonight', 'we', 'need', 'transparency', 'accountability', 'closed', 'door', 'secret', 'meetings', 'what', 'afraid', 'american', 'people', 'seeing']",negative
169,"['i', 'fully', 'support', 'speaker', 'announcement', 'new', 'impeachment', 'inquiry', 'the', 'circumstances', 'surrounding', 'president', 'phone', 'call', 'foreign', 'leader', 'requires', 'obligated', 'go', 'wherever', 'facts', 'lead']",neutral
170,"['the', 'times', 'found', 'us', 'actions', 'taken', 'date', 'president', 'seriously', 'violated', 'constitution', 'it', 'reason', 'house', 'representatives', 'moving', 'forward', 'official', 'impeachment', 'inquiry']",negative
171,"['my', 'staff', 'i', 'safe', 'praying', 'end', 'violence']",positive
172,"['i', 'notified', 'mercury', 'ended', 'relationship', 'turkey', 'a', 'big', 'shout', 'supporters', 'bjp', 'candidate', 'rashmi', 'verma']",positive
173,"['standing', 'solidarity', 'good', 'people', 'artsakh', 'republic', 'calling', 'international', 'community', 'condemn', 'unprovoked', 'aggression', 'demand', 'peace', 'a', 'n', 'c', 'a', 'w', 'r', 'armenian', 'weekly', 'armenia', 'fund', 'a', 'r', 'a', 'm', 'a', 'c', 'd', 'c', 'zanku', 'armenian', 'artsakh', 'press']",neutral
174,"['the', 'worst', 'one', 'term', 'president', 'american', 'history']",negative
175,"['according', 'calculations', 'presidential', 'aspirations', 'lasted', 'one', 'full', 'scaramucci']",neutral
176,"['they', 'planning', 'another', 'attack', 'the', 'president', 'associates', 'need', 'arrested', 'charged', 'floyd', 'death']",negative
177,"['one', 'scaramucci', 'left', 'trump']",neutral
178,"['trump', 'asked', 'black', 'community', 'lose', 'voting', 'turns', 'life']",neutral
179,"['donald', 'trump', 'going', 'jail']",negative
180,"['trump', 'campaign', 'said', 'million', 'tickets', 'requested', 'seat', 'arena', 'maybe', 'half', 'full', 'outdoor', 'event', 'cancelled', 'sad', 'farewell', 'tour', 'sell']",negative
181,"['he', 'telling', 'people', 'get', 'tough', 'bunker', 'coward', 'chief']",negative
182,"['liz', 'truss', 'lasted', 'minutes']",neutral
183,"['the', 'arena', 'filled', 'he', 'wreck', 'he', 'drop']",negative
184,"['we', 'two', 'full', 'scaramucci', 'new', 'president', 'elect']",neutral
185,"['we', 'live', 'country', 'year', 'old', 'scientist', 'doctor', 'dedicated', 'years', 'life', 'understanding', 'stopping', 'infectious', 'disease', 'needs', 'armed', 'federal', 'security', 'life', 'threatened', 'telling', 'truth', 'pandemic', 'vote']",negative
186,"['never', 'forget', 'dangerous', 'abnormal']",negative
187,"['pervert', 'alert', 'back', 'twitter', 'all', 'girls', 'age', 'eighteen', 'block', 'immediately']",negative
188,"['rest', 'peace', 'jeffrey', 'gone', 'soon']",negative
189,"['i', 'am', 'back']",neutral
190,"['do', 'look', 'i', 'locked']",negative
191,"['hillary', 'clinton', 'what', 'bleachbit', 'password']",neutral
192,['i'],negative
193,"['so', 'sum', 'supreme', 'court', 'week', 'life', 'begins', 'conception', 'ends', 'mass', 'shooting']",negative
194,"['this', 'social', 'distancing', 'important', 'right', 'share', 'loved', 'ones']",positive
195,"['does', 'bother', 'anyone', 'president', 'violently', 'raped', 'year', 'old']",negative
196,"['my', 'simple', 'dream', 'america', 'harder', 'buy', 'gun', 'vote']",neutral
197,['ionia'],positive
198,"['the', 'russian', 'military', 'aggression', 'ukraine', 'sovereignty', 'people', 'democracy', 'totally', 'unacceptable', 'it', 'putin', 'responsibility', 'end', 'immediately', 'latvia', 'closely', 'working', 'e', 'you', 'n', 't', 'o', 'partners', 'we', 'call', 'ban', 'trade', 'barriers', 'relations', 'russia', 'individual', 'eu', 'member', 'states']",negative
199,"['i', 'spoken', 'col', 'bill', 'bryant', 'arkansas', 'state', 'police', 'local', 'arrest', 'incident', 'crawford', 'county', 'investigated', 'pursuant', 'video', 'evidence', 'request', 'prosecuting', 'attorney']",neutral
200,"['trump', 'correct', 'biden', 'failures', 'self', 'indulging', 'message', 'promoting', 'anger', 'changed', 'it', 'work', 'there', 'better', 'choices']",negative
201,"['president', 'biden', 'visit', 'heart', 'ukraine', 'good', 'moment', 'america', 'show', 'bipartisan', 'support', 'ukraine', 'fighting', 'freedom', 'democracy', 'lives', 'the', 'psm', 'according', 'murray', 'represents', 'specific', 'effort', 'move', 'beyond', 'previous', 'range', 'restrictions', 'given', 'intermediate', 'range', 'nuclear', 'forces', 'treaty', 'inf', 'treaty', 'canceled', 'due', 'russian', 'violations']",positive
202,"['the', 'search', 'mar', 'aago', 'former', 'president', 'unprecedented', 'alarming', 'we', 'must', 'see', 'probable', 'affidavit', 'making', 'judgment', 'normally', 'would', 'seal', 'since', 'trump', 'announced', 'raid', 'probable', 'made', 'public']",neutral
203,"['in', 'mostly', 'latino', 'caucus', 'site', 'voters', 'wins', 'vote', 'here', 'sanders', 'precinct', 'captain', 'going', 'process', 'selecting', 'delegates', 'campaign', 'earned', 'big', 'win', 'so', 'debate', 'today', 'meaningless']",positive
204,"['in', 'you', 'c', 'system', 'tuition', 'annual', 'fee', 'one', 'finest', 'educations', 'world', 'many', 'benefited', 'helped', 'make', 'california', 'major', 'economic', 'force', 'that', 'free', 'public', 'education', 'it', 'investment', 'students', 'economy']",positive
205,"['j', 'p']",positive
206,"['j', 'p']",positive
207,"['in', 'case', 'thought', 'confederate', 'statues', 'i', 'd', 'via']",neutral
208,['farright'],neutral
209,"['canadians', 'shocked', 'news', 'horrific', 'attack', 'manchester', 'tonight', 'please', 'keep', 'victims', 'families', 'thoughts']",negative
210,"['guilty', 'proven', 'innocent', 'that', 'friends', 'way', 'china', 'venezuela', 'cuba', 'donald', 'trump', 'you', 's', 'house', 'representatives', 'speaker', 'pelosi']",negative
211,"['unless', 'speaker', 'pelosi', 'sen', 'schumer', 'deny', 'congress', 'chance', 'vote', 'p', 'o', 't', 'you', 's', 'proposal', 'pass', 'schumer', 'pelosi', 'games', 'hurting', 'fed', 'workers', 'allowing', 'criminal', 'activity', 'along', 'border', 'holding', 'disaster', 'assistance', 'they', 'say', 'want', 'open', 'door', 'let', 'us', 'vote']",negative
212,"['how', 'afghanistan', 'fall', 'happen', 'mere', 'hours', 'congress', 'needs', 'know', 'facts', 'speaker', 'pelosi', 'must', 'call', 'congress', 'back', 'tough', 'questions', 'need', 'asked', 'answered', 'anything', 'else', 'nothing', 'partisan', 'protection', 'biden', 'regardless', 'consequences', 'america']",negative
213,"['student', 'debt', 'cancellation', 'racial', 'justice', 'issue']",negative
214,"['public', 'transit', 'free']",neutral
215,"['move', 'mitch', 'get', 'way']",neutral
216,"['let', 'drop', 'alopecia', 'selfie', 'flex', 'ya', ""'ll"", 'stay', 'mad', 'timeline', 'i', 'get', 'who', 'needs', 'hair', 'cheekbones', 'folks', 'want', 'know', 'bathroom', 'i', 'use', 'obviously', 'one', 'royalty', 'enters', 'sold', 'elopecio', 'squad', 'million', 'strong', 'alopecia', 'awareness', 'month']",neutral
217,"['student', 'debt', 'cancellation', 'racial', 'justice', 'issue']",negative
218,"['public', 'transit', 'free']",neutral
219,"['move', 'mitch', 'get', 'way']",neutral
220,"['kobe', 'legend', 'court', 'getting', 'started', 'would', 'meaningful', 'second', 'act', 'lose', 'gianna', 'even', 'heartbreaking', 'us', 'parents', 'michelle', 'i', 'send', 'love', 'prayers', 'vanessa', 'entire', 'bryant', 'family', 'unthinkable', 'day']",neutral
221,"['kobe', 'legend', 'court', 'getting', 'started', 'would', 'meaningful', 'second', 'act', 'lose', 'gianna', 'even', 'heartbreaking', 'us', 'parents', 'michelle', 'i', 'send', 'love', 'prayers', 'vanessa', 'entire', 'bryant', 'family', 'unthinkable', 'day']",neutral
222,"['congratulations', 'friend', 'president', 'joe', 'biden', 'this', 'time']",positive
223,"['in', 'every', 'scene', 'star', 'michelle', 'obama', 'happy', 'birthday', 'baby']",positive
224,"['kobe', 'legend', 'court', 'getting', 'started', 'would', 'meaningful', 'second', 'act', 'lose', 'gianna', 'even', 'heartbreaking', 'us', 'parents', 'michelle', 'i', 'send', 'love', 'prayers', 'vanessa', 'entire', 'bryant', 'family', 'unthinkable', 'day']",neutral
225,"['kobe', 'legend', 'court', 'getting', 'started', 'would', 'meaningful', 'second', 'act', 'lose', 'gianna', 'even', 'heartbreaking', 'us', 'parents', 'michelle', 'i', 'send', 'love', 'prayers', 'vanessa', 'entire', 'bryant', 'family', 'unthinkable', 'day']",neutral
226,"['reminder', 'a', 'c', 'o', 'v', 'i', 'd', 'relief', 'bill', 'sitting', 'mitch', 'mc', 'connell', 'desk', 'days', 'millions', 'struggle', 'keep', 'food', 'table']",negative
227,"['first', 'day', 'new', 'era']",positive
228,"['health', 'insurance', 'tied', 'employment', 'period']",negative
229,"['senator', 'graham', 'ashamed', 'state', 'recorded', 'lynchings', 'words', 'disrespect', 'belittle', 'african', 'americans', 'lynching', 'victims', 'this', 'absolutely', 'unacceptable', 'disgraceful']",negative
230,"['o', 'm', 'g', 'go', 'my', 'sisters', 'congress', 'americans', 'the', 'voices', 'women', 'color', 'ignored', 'far', 'long', 'mr', 'savary', 'managed', 'untie', 'difficult', 'knot']",negative
231,"['so', 'interesting', 'see', 'progressive', 'democrat', 'congresswomen', 'originally', 'came', 'countries', 'whose', 'governments', 'complete', 'total', 'catastrophe', 'worst', 'corrupt', 'inept', 'anywhere', 'world', 'even', 'functioning', 'government', 'loudly']",negative
232,"['hey', 'twitter', 'fact', 'check', 'a', 'member', 'staff', 'received', 't', 'h', 'r', 'e', 'mail', 'ballots', 'addressed', 'three', 'different', 'individuals', 'address', 'say', 'claims', 'ballot', 'fraud', 'unsubstantiated', 'donald', 'trump']",negative
233,"['real', 'donald', 'trump', 'speaker', 'pelosi', 'confirmed', 't', 'i', 'm', 'e', 'pass', 'you', 's', 'm', 'c', 'a', 'year', 'you', 's', 's', 'm', 'e', 'help', 'millions', 'americans', 'obvious', 'would', 'rather', 'waste', 'time', 'sham', 'impeachment', 'nothing', 'dems']",negative
234,['this'],neutral
235,"['narnia', 'reunion']",neutral
236,"['i', 'congratulate', 'janet', 'outstanding', 'public', 'service', 'look', 'forward', 'colleague', 'brookings', 'institution', 'n', 'v', 'mo', 'you']",positive
237,"['introducing', 'new', 'blog', 'economics', 'finance', 'sometimes', 'baseball']",neutral
238,"['in', 'latest', 'blog', 'post', 'i', 'respond', 'questions', 'relative', 'importance', 'housing', 'bust', 'financial', 'panic', 'explaining', 'depth', 'great', 'recession']",neutral
239,"['the', 'identification', 'p', 'o', 't', 'you', 's', 'undicted', 'co', 'conspirator', 'criminal', 'scheme', 'sufficient', 'congress', 'immediately', 'pass', 'legislation', 'protecting', 'mueller', 'investigation', 'i', 'calling', 'colleagues', 'sides', 'join', 'passing']",neutral
240,"['silencing', 'significant', 'number', 'voters', 'erasing', 'history', 'way', 'unite', 'us', 'it', 'divides', 'big', 'tech', 'social', 'media', 'platforms', 'we', 'want', 'act', 'like', 'media', 'organs', 'want', 'held', 'accountable', 'rest', 'media', 'speech']",negative
241,['istanbul'],negative
242,"['not', 'sure', 'fully', 'awake', 'maybe', 'meant', 'reclaim', 'time', 'back', 'sleep', 'twitter', 'comspan', 'status']",neutral
243,"['it', 'nice', 'back', 'sky', 'without', 'unnecessary', 'face', 'mask', 'no', 'masks']",positive
244,"['congratulations', 'next', 'president', 'united', 'states', 'donald', 'trump', 'we', 'people']",positive
245,"['silencing', 'significant', 'number', 'voters', 'erasing', 'history', 'way', 'unite', 'us', 'it', 'divides', 'big', 'tech', 'social', 'media', 'platforms', 'we', 'want', 'act', 'like', 'media', 'organs', 'want', 'held', 'accountable', 'rest', 'media', 'speech']",negative
246,['istanbul'],negative
247,"['not', 'sure', 'fully', 'awake', 'maybe', 'meant', 'reclaim', 'time', 'back', 'sleep', 'twitter', 'comspan', 'status']",neutral
248,"['it', 'nice', 'back', 'sky', 'without', 'unnecessary', 'face', 'mask', 'no', 'masks']",positive
249,"['congratulations', 'next', 'president', 'united', 'states', 'donald', 'trump', 'we', 'people']",positive
250,"['silencing', 'significant', 'number', 'voters', 'erasing', 'history', 'way', 'unite', 'us', 'it', 'divides', 'big', 'tech', 'social', 'media', 'platforms', 'we', 'want', 'act', 'like', 'media', 'organs', 'want', 'held', 'accountable', 'rest', 'media', 'speech']",negative
251,['istanbul'],negative
252,"['not', 'sure', 'fully', 'awake', 'maybe', 'meant', 'reclaim', 'time', 'back', 'sleep', 'twitter', 'comspan', 'status']",neutral
253,"['it', 'nice', 'back', 'sky', 'without', 'unnecessary', 'face', 'mask', 'no', 'masks']",positive
254,"['congratulations', 'next', 'president', 'united', 'states', 'donald', 'trump', 'we', 'people']",positive
255,"['silencing', 'significant', 'number', 'voters', 'erasing', 'history', 'way', 'unite', 'us', 'it', 'divides', 'big', 'tech', 'social', 'media', 'platforms', 'we', 'want', 'act', 'like', 'media', 'organs', 'want', 'held', 'accountable', 'rest', 'media', 'speech']",negative
256,['istanbul'],negative
257,"['not', 'sure', 'fully', 'awake', 'maybe', 'meant', 'reclaim', 'time', 'back', 'sleep', 'twitter', 'comspan', 'status']",neutral
258,"['it', 'nice', 'back', 'sky', 'without', 'unnecessary', 'face', 'mask', 'no', 'masks']",positive
259,"['congratulations', 'next', 'president', 'united', 'states', 'donald', 'trump', 'we', 'people']",positive
260,"['today', 'i', 'p', 'r', 'o', 'you', 'd', 'y', 'stand', 'friend', 'donald', 'trump', 'the', 'american', 'people', 'appalled', 'case', 'political', 'persecution', 'outraged', 'current', 'state', 'judicial', 'system', 'join', 'praying', 'future', 'nation']",positive
261,"['happy', 'th', 'wedding', 'anniversary', 'beautiful', 'wife', 'candy', 'i', 'blessed', 'marry', 'loving', 'mother', 'grandmother', 'patriot', 'cheers', 'many']",positive
262,"['silencing', 'significant', 'number', 'voters', 'erasing', 'history', 'way', 'unite', 'us', 'it', 'divides', 'big', 'tech', 'social', 'media', 'platforms', 'we', 'want', 'act', 'like', 'media', 'organs', 'want', 'held', 'accountable', 'rest', 'media', 'speech']",negative
